# Real space h-h auto- and h-m cross-spectra.
# z=2.000, 12.500<lgM<13.000
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.91055e+04     5.68845e+03
    1.04717e-02     4.67830e+04     1.39082e+04
    1.42665e-02     4.82315e+04     1.39768e+04
    1.81228e-02     5.28043e+04     1.60622e+04
    2.24845e-02     4.58822e+04     1.35432e+04
    2.64508e-02     4.25118e+04     1.20947e+04
    3.04474e-02     3.62123e+04     1.05748e+04
    3.47320e-02     3.69310e+04     1.08099e+04
    3.88308e-02     3.02330e+04     8.65030e+03
    4.28140e-02     3.01594e+04     8.53068e+03
    4.68856e-02     2.70205e+04     7.63490e+03
    5.09858e-02     2.27123e+04     6.34355e+03
    5.51458e-02     2.27818e+04     6.32556e+03
    5.92243e-02     2.30549e+04     6.28347e+03
    6.32864e-02     2.21930e+04     6.10810e+03
    6.73674e-02     2.02851e+04     5.47173e+03
    7.14960e-02     2.03514e+04     5.42299e+03
    7.55894e-02     1.90616e+04     5.09650e+03
    7.96660e-02     1.77335e+04     4.66831e+03
    8.38183e-02     1.71186e+04     4.47544e+03
    8.78941e-02     1.58402e+04     4.09819e+03
    9.19238e-02     1.44153e+04     3.68163e+03
    9.60446e-02     1.40543e+04     3.49177e+03
    1.00128e-01     1.30369e+04     3.21675e+03
    1.04209e-01     1.29186e+04     3.12631e+03
    1.08333e-01     1.22747e+04     2.92951e+03
    1.12448e-01     1.13547e+04     2.69505e+03
    1.16521e-01     1.13959e+04     2.67664e+03
    1.20596e-01     1.10683e+04     2.57818e+03
    1.24665e-01     1.06777e+04     2.46285e+03
    1.28771e-01     1.06981e+04     2.44892e+03
    1.32874e-01     1.05865e+04     2.37719e+03
    1.36975e-01     1.00840e+04     2.24340e+03
    1.41075e-01     9.54547e+03     2.12138e+03
    1.45172e-01     9.25842e+03     2.01125e+03
    1.49268e-01     9.08447e+03     1.93653e+03
    1.53330e-01     8.74685e+03     1.83072e+03
    1.57416e-01     8.46728e+03     1.75416e+03
    1.61514e-01     8.03606e+03     1.62549e+03
    1.65592e-01     7.84955e+03     1.56196e+03
    1.69693e-01     7.66418e+03     1.51977e+03
    1.73803e-01     7.59320e+03     1.47961e+03
    1.77905e-01     7.47219e+03     1.45413e+03
    1.82001e-01     7.30018e+03     1.39858e+03
    1.86092e-01     7.26465e+03     1.37722e+03
    1.90161e-01     7.11251e+03     1.34947e+03
    1.94237e-01     7.02366e+03     1.31288e+03
    1.98334e-01     6.86012e+03     1.27188e+03
    2.02427e-01     6.72826e+03     1.22414e+03
    2.06523e-01     6.43600e+03     1.15566e+03
    2.10626e-01     6.47346e+03     1.15377e+03
    2.14724e-01     6.25877e+03     1.08826e+03
